=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.05.02 17:40:07 =~=~=~=~=~=~=~=~=~=~=~=
= RX Location: 3 inches away from the center of the TX (along the Z)
= Tone Frequency: 6Hz
= Baud Rate: 1 S/s
= Bit Rate: 0.5 b/s
= Sampling Frequency: 16Hz
= Encoding: Differential Manchester
=     0: Two state Changes
=     1: One State Change
=     The Two States are TONE and NO_TONE
= Columns(7):
=     sample_num: Chronological Index of Samples
=     x: Reading From the sensor on the X axis
=     y: Reading From the sensor on the Y axis
=     bit_num: Chronological Index of the Bits Sent
=     bit: The Bit Sent, 1 or 0
=     sym_num: Chronological Index of the Symbol
=     sym: The Actual Symbol, TONE(1) or NO_TONE(0)
=~=~=~=~=~=~=~=~=~=~=~==~=~=~=~=~=~=~=~=~=~=~==~=~=~=~=~=~=~=~=~=~=~==~=~=~=~
sample_num,x,y,bit_num,bit,sym_num,sym
8024,-46,35,125,1,250,0
8025,-44,40,125,1,250,0
8026,-46,36,125,1,250,0
8027,-48,39,125,1,250,0
8028,-46,38,125,1,250,0
8029,-44,40,125,1,250,0
8030,-46,38,125,1,250,0
8031,-52,44,125,1,250,0
8032,-141,47,125,1,251,1
8033,-145,46,125,1,251,1
8034,-144,44,125,1,251,1
8035,-49,40,125,1,251,1
8036,-45,40,125,1,251,1
8037,-135,45,125,1,251,1
8038,-142,46,125,1,251,1
8039,-143,49,125,1,251,1
8040,-49,38,125,1,251,1
8041,-41,38,125,1,251,1
8042,-43,43,125,1,251,1
8043,-145,48,125,1,251,1
8044,-143,44,125,1,251,1
8045,-55,34,125,1,251,1
8046,-50,42,125,1,251,1
8047,-47,41,125,1,251,1
8048,-138,52,125,1,251,1
8049,-141,48,125,1,251,1
8050,-142,49,125,1,251,1
8051,-49,39,125,1,251,1
8052,-50,39,125,1,251,1
8053,-49,39,125,1,251,1
8054,-141,46,125,1,251,1
8055,-139,47,125,1,251,1
8056,-50,44,125,1,251,1
8057,-49,38,125,1,251,1
8058,-44,38,125,1,251,1
8059,-142,48,125,1,251,1
8060,-143,43,125,1,251,1
8061,-138,44,125,1,251,1
8062,-50,34,125,1,251,1
8063,-48,40,125,1,251,1
8064,-49,37,126,0,252,0
8065,-46,38,126,0,252,0
8066,-48,41,126,0,252,0
8067,-45,41,126,0,252,0
8068,-46,32,126,0,252,0
8069,-52,41,126,0,252,0
8070,-46,38,126,0,252,0
8071,-50,39,126,0,252,0
8072,-46,41,126,0,252,0
8073,-44,38,126,0,252,0
8074,-46,41,126,0,252,0
8075,-49,42,126,0,252,0
8076,-46,41,126,0,252,0
8077,-44,36,126,0,252,0
8078,-46,37,126,0,252,0
8079,-45,38,126,0,252,0
8080,-43,39,126,0,252,0
8081,-48,41,126,0,252,0
8082,-46,40,126,0,252,0
8083,-47,38,126,0,252,0
8084,-49,35,126,0,252,0
8085,-45,40,126,0,252,0
8086,-49,39,126,0,252,0
8087,-48,41,126,0,252,0
8088,-42,38,126,0,252,0
8089,-47,37,126,0,252,0
8090,-49,32,126,0,252,0
8091,-43,39,126,0,252,0
8092,-50,35,126,0,252,0
8093,-46,40,126,0,252,0
8094,-46,39,126,0,252,0
8095,-43,35,126,0,252,0
8096,-133,48,126,0,253,1
8097,-138,51,126,0,253,1
8098,-142,45,126,0,253,1
8099,-50,41,126,0,253,1
8100,-49,39,126,0,253,1
8101,-54,41,126,0,253,1
8102,-145,45,126,0,253,1
8103,-144,43,126,0,253,1
8104,-58,41,126,0,253,1
8105,-51,37,126,0,253,1
8106,-47,39,126,0,253,1
8107,-137,44,126,0,253,1
8108,-141,45,126,0,253,1
8109,-143,45,126,0,253,1
8110,-43,36,126,0,253,1
8111,-45,38,126,0,253,1
8112,-43,41,126,0,253,1
8113,-146,50,126,0,253,1
8114,-146,47,126,0,253,1
8115,-46,38,126,0,253,1
8116,-53,40,126,0,253,1
8117,-49,40,126,0,253,1
8118,-143,45,126,0,253,1
8119,-144,49,126,0,253,1
8120,-139,47,126,0,253,1
8121,-50,39,126,0,253,1
8122,-51,36,126,0,253,1
8123,-142,44,126,0,253,1
8124,-142,45,126,0,253,1
8125,-138,45,126,0,253,1
8126,-47,34,126,0,253,1
8127,-46,40,126,0,253,1
8128,-46,37,127,0,254,0
8129,-47,39,127,0,254,0
8130,-47,40,127,0,254,0
8131,-44,44,127,0,254,0
8132,-46,35,127,0,254,0
8133,-43,38,127,0,254,0
8134,-44,41,127,0,254,0
8135,-45,40,127,0,254,0
8136,-44,39,127,0,254,0
8137,-46,40,127,0,254,0
8138,-45,41,127,0,254,0
8139,-45,41,127,0,254,0
8140,-51,46,127,0,254,0
8141,-45,41,127,0,254,0
8142,-43,39,127,0,254,0
8143,-44,39,127,0,254,0
8144,-42,38,127,0,254,0
8145,-44,38,127,0,254,0
8146,-47,38,127,0,254,0
8147,-40,36,127,0,254,0
8148,-44,36,127,0,254,0
8149,-49,35,127,0,254,0
8150,-46,36,127,0,254,0
8151,-45,39,127,0,254,0
8152,-45,40,127,0,254,0
8153,-46,39,127,0,254,0
8154,-41,39,127,0,254,0
8155,-45,36,127,0,254,0
8156,-45,38,127,0,254,0
8157,-52,36,127,0,254,0
8158,-52,39,127,0,254,0
8159,-44,39,127,0,254,0
8160,-143,42,127,0,255,1
8161,-142,43,127,0,255,1
8162,-117,42,127,0,255,1
8163,-48,37,127,0,255,1
8164,-51,37,127,0,255,1
8165,-146,47,127,0,255,1
8166,-143,47,127,0,255,1
8167,-146,49,127,0,255,1
8168,-45,38,127,0,255,1
8169,-47,41,127,0,255,1
8170,-45,37,127,0,255,1
8171,-135,50,127,0,255,1
8172,-142,45,127,0,255,1
8173,-46,40,127,0,255,1
8174,-42,37,127,0,255,1
8175,-44,39,127,0,255,1
8176,-139,44,127,0,255,1
8177,-145,47,127,0,255,1
8178,-146,45,127,0,255,1
8179,-45,40,127,0,255,1
8180,-44,39,127,0,255,1
8181,-140,48,127,0,255,1
8182,-144,44,127,0,255,1
8183,-146,44,127,0,255,1
8184,-51,37,127,0,255,1
8185,-45,38,127,0,255,1
8186,-50,40,127,0,255,1
8187,-143,46,127,0,255,1
8188,-143,43,127,0,255,1
8189,-45,41,127,0,255,1
8190,-46,39,127,0,255,1
8191,-44,40,127,0,255,1
8192,-139,47,128,1,256,1
8193,-143,45,128,1,256,1
8194,-143,41,128,1,256,1
8195,-45,39,128,1,256,1
8196,-45,36,128,1,256,1
8197,-62,37,128,1,256,1
8198,-145,46,128,1,256,1
8199,-144,46,128,1,256,1
8200,-44,39,128,1,256,1
8201,-48,39,128,1,256,1
8202,-47,39,128,1,256,1
8203,-136,46,128,1,256,1
8204,-138,44,128,1,256,1
8205,-146,46,128,1,256,1
8206,-41,42,128,1,256,1
8207,-43,35,128,1,256,1
8208,-139,48,128,1,256,1
8209,-144,46,128,1,256,1
8210,-142,44,128,1,256,1
8211,-44,39,128,1,256,1
8212,-43,38,128,1,256,1
8213,-44,43,128,1,256,1
8214,-144,45,128,1,256,1
8215,-142,47,128,1,256,1
8216,-50,37,128,1,256,1
8217,-47,40,128,1,256,1
8218,-49,41,128,1,256,1
8219,-143,52,128,1,256,1
8220,-144,47,128,1,256,1
8221,-146,48,128,1,256,1
8222,-48,40,128,1,256,1
8223,-47,40,128,1,256,1
8224,-49,38,128,1,257,0
8225,-47,39,128,1,257,0
8226,-42,41,128,1,257,0
8227,-45,38,128,1,257,0
8228,-46,38,128,1,257,0
8229,-43,37,128,1,257,0
8230,-41,41,128,1,257,0
8231,-44,37,128,1,257,0
8232,-43,41,128,1,257,0
8233,-40,41,128,1,257,0
8234,-41,40,128,1,257,0
8235,-45,39,128,1,257,0
8236,-47,39,128,1,257,0
8237,-48,41,128,1,257,0
8238,-43,40,128,1,257,0
8239,-41,41,128,1,257,0
8240,-48,34,128,1,257,0
8241,-48,40,128,1,257,0
8242,-45,39,128,1,257,0
8243,-46,37,128,1,257,0
8244,-44,37,128,1,257,0
8245,-46,42,128,1,257,0
8246,-42,38,128,1,257,0
8247,-42,40,128,1,257,0
8248,-43,39,128,1,257,0
8249,-48,40,128,1,257,0
8250,-41,36,128,1,257,0
8251,-47,42,128,1,257,0
8252,-45,41,128,1,257,0
8253,-44,41,128,1,257,0
8254,-48,40,128,1,257,0
8255,-47,38,128,1,257,0
8256,-40,45,129,0,258,1
8257,-144,44,129,0,258,1
8258,-138,49,129,0,258,1
8259,-47,38,129,0,258,1
8260,-42,40,129,0,258,1
8261,-43,35,129,0,258,1
8262,-143,46,129,0,258,1
8263,-144,43,129,0,258,1
8264,-141,42,129,0,258,1
8265,-41,36,129,0,258,1
8266,-43,41,129,0,258,1
8267,-143,46,129,0,258,1
8268,-147,44,129,0,258,1
8269,-143,47,129,0,258,1
8270,-48,36,129,0,258,1
8271,-48,36,129,0,258,1
8272,-49,38,129,0,258,1
8273,-141,49,129,0,258,1
8274,-143,43,129,0,258,1
8275,-46,36,129,0,258,1
8276,-42,41,129,0,258,1
8277,-42,38,129,0,258,1
8278,-141,47,129,0,258,1
8279,-140,43,129,0,258,1
8280,-136,45,129,0,258,1
8281,-47,40,129,0,258,1
8282,-47,40,129,0,258,1
8283,-138,50,129,0,258,1
8284,-141,46,129,0,258,1
8285,-141,45,129,0,258,1
8286,-51,33,129,0,258,1
8287,-49,38,129,0,258,1
8288,-45,39,129,0,259,0
8289,-51,40,129,0,259,0
8290,-48,41,129,0,259,0
8291,-48,40,129,0,259,0
8292,-47,40,129,0,259,0
8293,-49,40,129,0,259,0
8294,-52,36,129,0,259,0
8295,-46,40,129,0,259,0
8296,-48,39,129,0,259,0
8297,-48,41,129,0,259,0
8298,-49,32,129,0,259,0
8299,-53,38,129,0,259,0
8300,-47,41,129,0,259,0
8301,-49,40,129,0,259,0
8302,-43,39,129,0,259,0
8303,-43,38,129,0,259,0
8304,-44,40,129,0,259,0
8305,-47,39,129,0,259,0
8306,-43,38,129,0,259,0
8307,-45,39,129,0,259,0
8308,-43,40,129,0,259,0
8309,-40,36,129,0,259,0
8310,-51,40,129,0,259,0
8311,-50,42,129,0,259,0
8312,-43,39,129,0,259,0
8313,-45,41,129,0,259,0
8314,-47,37,129,0,259,0
8315,-48,39,129,0,259,0
8316,-42,44,129,0,259,0
8317,-45,38,129,0,259,0
8318,-45,39,129,0,259,0
8319,-42,42,129,0,259,0
8320,-145,49,130,0,260,1
8321,-140,49,130,0,260,1
8322,-144,46,130,0,260,1
8323,-51,36,130,0,260,1
8324,-45,43,130,0,260,1
8325,-140,46,130,0,260,1
8326,-141,47,130,0,260,1
8327,-138,43,130,0,260,1
8328,-47,35,130,0,260,1
8329,-49,45,130,0,260,1
8330,-49,40,130,0,260,1
8331,-142,46,130,0,260,1
8332,-140,49,130,0,260,1
8333,-47,41,130,0,260,1
8334,-46,41,130,0,260,1
8335,-51,41,130,0,260,1
8336,-141,48,130,0,260,1
8337,-143,48,130,0,260,1
8338,-145,49,130,0,260,1
8339,-41,38,130,0,260,1
8340,-45,40,130,0,260,1
8341,-137,48,130,0,260,1
8342,-141,49,130,0,260,1
8343,-142,49,130,0,260,1
8344,-48,39,130,0,260,1
8345,-46,40,130,0,260,1
8346,-51,39,130,0,260,1
8347,-142,47,130,0,260,1
8348,-142,43,130,0,260,1
8349,-50,34,130,0,260,1
8350,-52,38,130,0,260,1
8351,-44,36,130,0,260,1
8352,-47,41,130,0,261,0
8353,-47,38,130,0,261,0
8354,-47,39,130,0,261,0
8355,-50,43,130,0,261,0
8356,-45,36,130,0,261,0
8357,-47,40,130,0,261,0
8358,-48,37,130,0,261,0
8359,-42,44,130,0,261,0
8360,-48,35,130,0,261,0
8361,-45,40,130,0,261,0
8362,-48,41,130,0,261,0
8363,-48,39,130,0,261,0
8364,-44,41,130,0,261,0
8365,-47,39,130,0,261,0
8366,-41,41,130,0,261,0
8367,-43,36,130,0,261,0
8368,-47,41,130,0,261,0
8369,-45,34,130,0,261,0
8370,-45,41,130,0,261,0
8371,-42,35,130,0,261,0
8372,-47,41,130,0,261,0
8373,-40,39,130,0,261,0
8374,-45,39,130,0,261,0
8375,-42,38,130,0,261,0
8376,-42,34,130,0,261,0
8377,-41,39,130,0,261,0
8378,-45,36,130,0,261,0
8379,-46,37,130,0,261,0
8380,-46,42,130,0,261,0
8381,-46,38,130,0,261,0
8382,-48,36,130,0,261,0
8383,-45,36,130,0,261,0
8384,-47,40,131,1,262,0
8385,-46,41,131,1,262,0
8386,-42,40,131,1,262,0
8387,-46,42,131,1,262,0
8388,-43,40,131,1,262,0
8389,-45,35,131,1,262,0
8390,-45,43,131,1,262,0
8391,-48,39,131,1,262,0
8392,-44,45,131,1,262,0
8393,-45,38,131,1,262,0
8394,-45,39,131,1,262,0
8395,-50,38,131,1,262,0
8396,-43,37,131,1,262,0
8397,-44,41,131,1,262,0
8398,-45,39,131,1,262,0
8399,-42,38,131,1,262,0
8400,-47,36,131,1,262,0
8401,-46,38,131,1,262,0
8402,-44,39,131,1,262,0
8403,-49,37,131,1,262,0
8404,-45,41,131,1,262,0
8405,-44,40,131,1,262,0
8406,-46,38,131,1,262,0
8407,-47,40,131,1,262,0
8408,-40,39,131,1,262,0
8409,-38,41,131,1,262,0
8410,-44,41,131,1,262,0
8411,-40,36,131,1,262,0
8412,-46,40,131,1,262,0
8413,-46,37,131,1,262,0
8414,-42,38,131,1,262,0
8415,-44,43,131,1,262,0
8416,-135,48,131,1,263,1
8417,-141,48,131,1,263,1
8418,-144,47,131,1,263,1
8419,-47,39,131,1,263,1
8420,-47,44,131,1,263,1
8421,-47,40,131,1,263,1
8422,-145,46,131,1,263,1
8423,-142,43,131,1,263,1
8424,-53,37,131,1,263,1
8425,-45,39,131,1,263,1
8426,-47,40,131,1,263,1
8427,-141,46,131,1,263,1
8428,-144,46,131,1,263,1
8429,-139,45,131,1,263,1
8430,-46,40,131,1,263,1
8431,-46,38,131,1,263,1
8432,-41,40,131,1,263,1
8433,-143,46,131,1,263,1
8434,-143,48,131,1,263,1
8435,-42,38,131,1,263,1
8436,-44,36,131,1,263,1
8437,-46,34,131,1,263,1
8438,-137,46,131,1,263,1
8439,-143,46,131,1,263,1
8440,-144,51,131,1,263,1
8441,-49,38,131,1,263,1
8442,-47,40,131,1,263,1
8443,-136,46,131,1,263,1
8444,-144,49,131,1,263,1
8445,-145,45,131,1,263,1
8446,-47,35,131,1,263,1
8447,-51,41,131,1,263,1
8448,-142,43,132,1,264,1
8449,-142,47,132,1,264,1
8450,-47,39,132,1,264,1
8451,-46,34,132,1,264,1
8452,-48,43,132,1,264,1
8453,-143,44,132,1,264,1
8454,-142,46,132,1,264,1
8455,-143,46,132,1,264,1
8456,-41,41,132,1,264,1
8457,-50,32,132,1,264,1
8458,-137,50,132,1,264,1
8459,-144,46,132,1,264,1
8460,-146,47,132,1,264,1
8461,-49,41,132,1,264,1
8462,-46,41,132,1,264,1
8463,-50,40,132,1,264,1
8464,-144,48,132,1,264,1
8465,-143,46,132,1,264,1
8466,-47,34,132,1,264,1
8467,-46,40,132,1,264,1
8468,-41,39,132,1,264,1
8469,-142,45,132,1,264,1
8470,-142,49,132,1,264,1
8471,-142,45,132,1,264,1
8472,-46,39,132,1,264,1
8473,-47,39,132,1,264,1
8474,-48,40,132,1,264,1
8475,-139,46,132,1,264,1
8476,-140,50,132,1,264,1
8477,-46,39,132,1,264,1
8478,-49,38,132,1,264,1
8479,-49,39,132,1,264,1
8480,-45,41,132,1,265,0
8481,-40,39,132,1,265,0
8482,-45,39,132,1,265,0
8483,-44,39,132,1,265,0
8484,-44,37,132,1,265,0
8485,-44,35,132,1,265,0
8486,-42,37,132,1,265,0
8487,-49,37,132,1,265,0
8488,-45,37,132,1,265,0
8489,-40,34,132,1,265,0
8490,-42,40,132,1,265,0
8491,-43,44,132,1,265,0
8492,-42,36,132,1,265,0
8493,-41,42,132,1,265,0
8494,-43,38,132,1,265,0
8495,-41,41,132,1,265,0
8496,-44,41,132,1,265,0
8497,-45,36,132,1,265,0
8498,-43,35,132,1,265,0
8499,-43,41,132,1,265,0
8500,-47,35,132,1,265,0
8501,-47,39,132,1,265,0
8502,-47,40,132,1,265,0
8503,-45,32,132,1,265,0
8504,-44,44,132,1,265,0
8505,-45,38,132,1,265,0
8506,-46,42,132,1,265,0
8507,-42,38,132,1,265,0
8508,-45,40,132,1,265,0
8509,-44,40,132,1,265,0
8510,-47,41,132,1,265,0
8511,-45,38,132,1,265,0
8512,-45,34,133,1,266,0
8513,-42,41,133,1,266,0
8514,-38,41,133,1,266,0
8515,-38,38,133,1,266,0
8516,-39,39,133,1,266,0
8517,-42,40,133,1,266,0
8518,-40,40,133,1,266,0
8519,-47,40,133,1,266,0
8520,-43,38,133,1,266,0
8521,-43,40,133,1,266,0
8522,-41,37,133,1,266,0
8523,-43,39,133,1,266,0
8524,-44,40,133,1,266,0
8525,-40,42,133,1,266,0
8526,-44,41,133,1,266,0
8527,-43,38,133,1,266,0
8528,-44,42,133,1,266,0
8529,-47,40,133,1,266,0
8530,-44,37,133,1,266,0
8531,-46,42,133,1,266,0
8532,-46,39,133,1,266,0
8533,-49,45,133,1,266,0
8534,-47,38,133,1,266,0
8535,-46,41,133,1,266,0
8536,-46,39,133,1,266,0
8537,-44,41,133,1,266,0
8538,-45,39,133,1,266,0
8539,-50,39,133,1,266,0
8540,-43,42,133,1,266,0
8541,-44,41,133,1,266,0
8542,-45,40,133,1,266,0
8543,-46,40,133,1,266,0
8544,-146,44,133,1,267,1
8545,-140,44,133,1,267,1
8546,-144,43,133,1,267,1
8547,-50,40,133,1,267,1
8548,-49,40,133,1,267,1
8549,-49,37,133,1,267,1
8550,-145,48,133,1,267,1
8551,-146,47,133,1,267,1
8552,-50,39,133,1,267,1
8553,-44,39,133,1,267,1
8554,-41,39,133,1,267,1
8555,-144,43,133,1,267,1
8556,-142,43,133,1,267,1
8557,-145,44,133,1,267,1
8558,-45,40,133,1,267,1
8559,-37,40,133,1,267,1
8560,-141,46,133,1,267,1
8561,-145,46,133,1,267,1
8562,-151,46,133,1,267,1
8563,-49,37,133,1,267,1
8564,-44,38,133,1,267,1
8565,-40,38,133,1,267,1
8566,-144,46,133,1,267,1
8567,-145,47,133,1,267,1
8568,-48,38,133,1,267,1
8569,-45,36,133,1,267,1
8570,-47,39,133,1,267,1
8571,-142,43,133,1,267,1
8572,-145,46,133,1,267,1
8573,-139,44,133,1,267,1
8574,-47,34,133,1,267,1
8575,-45,36,133,1,267,1
8576,-47,39,134,0,268,0
8577,-46,38,134,0,268,0
8578,-44,36,134,0,268,0
8579,-43,39,134,0,268,0
8580,-43,40,134,0,268,0
8581,-41,36,134,0,268,0
8582,-44,44,134,0,268,0
8583,-43,38,134,0,268,0
8584,-43,38,134,0,268,0
8585,-44,36,134,0,268,0
8586,-44,37,134,0,268,0
8587,-42,40,134,0,268,0
8588,-45,39,134,0,268,0
8589,-44,40,134,0,268,0
8590,-44,39,134,0,268,0
8591,-43,39,134,0,268,0
8592,-51,37,134,0,268,0
8593,-41,34,134,0,268,0
8594,-47,38,134,0,268,0
8595,-43,39,134,0,268,0
8596,-41,36,134,0,268,0
8597,-48,38,134,0,268,0
8598,-41,42,134,0,268,0
8599,-48,37,134,0,268,0
8600,-40,35,134,0,268,0
8601,-43,39,134,0,268,0
8602,-46,41,134,0,268,0
8603,-43,40,134,0,268,0
8604,-47,39,134,0,268,0
8605,-43,35,134,0,268,0
8606,-46,41,134,0,268,0
8607,-48,37,134,0,268,0
8608,-43,43,134,0,269,1
8609,-144,46,134,0,269,1
8610,-144,46,134,0,269,1
8611,-53,39,134,0,269,1
8612,-50,40,134,0,269,1
8613,-45,34,134,0,269,1
8614,-136,45,134,0,269,1
8615,-136,46,134,0,269,1
8616,-139,44,134,0,269,1
8617,-51,39,134,0,269,1
8618,-54,37,134,0,269,1
8619,-139,49,134,0,269,1
8620,-144,43,134,0,269,1
8621,-147,48,134,0,269,1
8622,-49,39,134,0,269,1
8623,-47,44,134,0,269,1
8624,-48,39,134,0,269,1
8625,-142,46,134,0,269,1
8626,-143,48,134,0,269,1
8627,-51,41,134,0,269,1
8628,-48,39,134,0,269,1
8629,-49,37,134,0,269,1
8630,-138,46,134,0,269,1
8631,-141,47,134,0,269,1
8632,-147,46,134,0,269,1
8633,-48,37,134,0,269,1
8634,-49,42,134,0,269,1
8635,-136,47,134,0,269,1
8636,-139,47,134,0,269,1
8637,-146,46,134,0,269,1
8638,-45,44,134,0,269,1
8639,-47,39,134,0,269,1
8640,-50,43,135,0,270,0
8641,-47,36,135,0,270,0
8642,-47,41,135,0,270,0
8643,-47,37,135,0,270,0
8644,-45,43,135,0,270,0
8645,-48,38,135,0,270,0
8646,-47,40,135,0,270,0
8647,-42,40,135,0,270,0
8648,-47,41,135,0,270,0
8649,-49,42,135,0,270,0
8650,-46,40,135,0,270,0
8651,-49,40,135,0,270,0
8652,-51,38,135,0,270,0
8653,-44,46,135,0,270,0
8654,-46,40,135,0,270,0
8655,-48,41,135,0,270,0
8656,-47,36,135,0,270,0
8657,-47,39,135,0,270,0
8658,-42,39,135,0,270,0
8659,-44,37,135,0,270,0
8660,-46,41,135,0,270,0
8661,-44,43,135,0,270,0
8662,-49,39,135,0,270,0
8663,-50,38,135,0,270,0
8664,-42,38,135,0,270,0
8665,-42,40,135,0,270,0
8666,-49,41,135,0,270,0
8667,-50,38,135,0,270,0
8668,-42,39,135,0,270,0
8669,-44,40,135,0,270,0
8670,-47,40,135,0,270,0
8671,-49,39,135,0,270,0
8672,-143,50,135,0,271,1
8673,-143,46,135,0,271,1
8674,-137,46,135,0,271,1
8675,-47,37,135,0,271,1
8676,-48,35,135,0,271,1
8677,-137,45,135,0,271,1
8678,-141,44,135,0,271,1
8679,-144,48,135,0,271,1
8680,-48,41,135,0,271,1
8681,-47,41,135,0,271,1
8682,-49,36,135,0,271,1
8683,-142,50,135,0,271,1
8684,-142,48,135,0,271,1
8685,-51,39,135,0,271,1
8686,-49,37,135,0,271,1
8687,-49,41,135,0,271,1
8688,-143,48,135,0,271,1
8689,-139,44,135,0,271,1
8690,-144,44,135,0,271,1
8691,-45,41,135,0,271,1
8692,-47,38,135,0,271,1
8693,-137,48,135,0,271,1
8694,-143,48,135,0,271,1
8695,-149,45,135,0,271,1
8696,-45,34,135,0,271,1
8697,-43,41,135,0,271,1
8698,-43,39,135,0,271,1
8699,-143,46,135,0,271,1
8700,-144,47,135,0,271,1
8701,-52,40,135,0,271,1
8702,-46,40,135,0,271,1
8703,-49,39,135,0,271,1
8704,-136,48,136,1,272,1
8705,-140,45,136,1,272,1
8706,-140,51,136,1,272,1
8707,-48,40,136,1,272,1
8708,-44,41,136,1,272,1
8709,-46,39,136,1,272,1
8710,-139,44,136,1,272,1
8711,-139,43,136,1,272,1
8712,-51,38,136,1,272,1
8713,-48,36,136,1,272,1
8714,-48,34,136,1,272,1
8715,-141,44,136,1,272,1
8716,-142,43,136,1,272,1
8717,-144,46,136,1,272,1
8718,-50,42,136,1,272,1
8719,-44,39,136,1,272,1
8720,-139,50,136,1,272,1
8721,-142,48,136,1,272,1
8722,-142,47,136,1,272,1
8723,-52,39,136,1,272,1
8724,-51,37,136,1,272,1
8725,-49,42,136,1,272,1
8726,-145,48,136,1,272,1
8727,-142,48,136,1,272,1
8728,-49,38,136,1,272,1
8729,-49,34,136,1,272,1
8730,-51,42,136,1,272,1
8731,-141,48,136,1,272,1
8732,-139,52,136,1,272,1
8733,-144,50,136,1,272,1
8734,-47,38,136,1,272,1
8735,-48,42,136,1,272,1
8736,-49,41,136,1,273,0
8737,-47,41,136,1,273,0
8738,-47,39,136,1,273,0
8739,-46,37,136,1,273,0
8740,-51,43,136,1,273,0
8741,-43,42,136,1,273,0
8742,-43,41,136,1,273,0
8743,-45,39,136,1,273,0
8744,-39,43,136,1,273,0
8745,-42,40,136,1,273,0
8746,-47,45,136,1,273,0
8747,-46,39,136,1,273,0
8748,-40,41,136,1,273,0
8749,-48,41,136,1,273,0
8750,-46,37,136,1,273,0
8751,-45,39,136,1,273,0
8752,-43,39,136,1,273,0
8753,-39,38,136,1,273,0
8754,-45,36,136,1,273,0
8755,-44,39,136,1,273,0
8756,-42,42,136,1,273,0
8757,-48,41,136,1,273,0
8758,-43,40,136,1,273,0
8759,-45,37,136,1,273,0
8760,-38,43,136,1,273,0
8761,-44,41,136,1,273,0
8762,-41,36,136,1,273,0
8763,-44,38,136,1,273,0
8764,-44,42,136,1,273,0
8765,-48,39,136,1,273,0
8766,-41,41,136,1,273,0
8767,-42,38,136,1,273,0
8768,-43,39,137,0,274,1
8769,-142,43,137,0,274,1
8770,-143,43,137,0,274,1
8771,-48,40,137,0,274,1
8772,-47,40,137,0,274,1
8773,-47,40,137,0,274,1
8774,-141,47,137,0,274,1
8775,-142,46,137,0,274,1
8776,-144,48,137,0,274,1
8777,-46,37,137,0,274,1
8778,-44,37,137,0,274,1
8779,-142,46,137,0,274,1
8780,-141,43,137,0,274,1
8781,-138,46,137,0,274,1
8782,-51,38,137,0,274,1
8783,-44,37,137,0,274,1
8784,-53,39,137,0,274,1
8785,-138,49,137,0,274,1
8786,-140,51,137,0,274,1
8787,-50,40,137,0,274,1
8788,-50,37,137,0,274,1
8789,-45,41,137,0,274,1
8790,-142,45,137,0,274,1
8791,-141,51,137,0,274,1
8792,-143,44,137,0,274,1
8793,-54,40,137,0,274,1
8794,-46,42,137,0,274,1
8795,-135,42,137,0,274,1
8796,-146,46,137,0,274,1
8797,-141,46,137,0,274,1
8798,-44,42,137,0,274,1
8799,-42,45,137,0,274,1
8800,-45,39,137,0,275,0
8801,-42,38,137,0,275,0
8802,-43,46,137,0,275,0
8803,-42,41,137,0,275,0
8804,-47,40,137,0,275,0
8805,-45,41,137,0,275,0
8806,-42,32,137,0,275,0
8807,-40,39,137,0,275,0
8808,-45,39,137,0,275,0
8809,-39,36,137,0,275,0
8810,-44,35,137,0,275,0
8811,-41,44,137,0,275,0
8812,-39,45,137,0,275,0
8813,-42,39,137,0,275,0
8814,-42,39,137,0,275,0
8815,-41,39,137,0,275,0
8816,-46,39,137,0,275,0
8817,-42,40,137,0,275,0
8818,-46,40,137,0,275,0
8819,-43,36,137,0,275,0
8820,-41,43,137,0,275,0
8821,-48,39,137,0,275,0
8822,-45,35,137,0,275,0
8823,-45,39,137,0,275,0
8824,-45,37,137,0,275,0
8825,-42,41,137,0,275,0
8826,-41,38,137,0,275,0
8827,-46,40,137,0,275,0
8828,-48,39,137,0,275,0
8829,-47,41,137,0,275,0
8830,-49,39,137,0,275,0
8831,-43,40,137,0,275,0
8832,-141,41,138,0,276,1
8833,-142,47,138,0,276,1
8834,-144,49,138,0,276,1
8835,-38,39,138,0,276,1
8836,-42,37,138,0,276,1
8837,-137,47,138,0,276,1
8838,-145,51,138,0,276,1
8839,-144,44,138,0,276,1
8840,-44,37,138,0,276,1
8841,-43,38,138,0,276,1
8842,-43,39,138,0,276,1
8843,-144,46,138,0,276,1
8844,-142,44,138,0,276,1
8845,-45,37,138,0,276,1
8846,-47,37,138,0,276,1
8847,-45,38,138,0,276,1
8848,-145,46,138,0,276,1
8849,-142,48,138,0,276,1
8850,-146,44,138,0,276,1
8851,-47,38,138,0,276,1
8852,-45,39,138,0,276,1
8853,-63,42,138,0,276,1
8854,-144,50,138,0,276,1
8855,-146,48,138,0,276,1
8856,-50,41,138,0,276,1
8857,-48,38,138,0,276,1
8858,-45,42,138,0,276,1
8859,-143,46,138,0,276,1
8860,-143,46,138,0,276,1
8861,-143,46,138,0,276,1
8862,-48,39,138,0,276,1
8863,-51,38,138,0,276,1
8864,-47,40,138,0,277,0
8865,-47,40,138,0,277,0
8866,-48,32,138,0,277,0
8867,-45,37,138,0,277,0
8868,-45,37,138,0,277,0
8869,-44,41,138,0,277,0
